PROJNUM,ActivityType
20140085,Road
20140086,Road
20140087,Fish Passage
20140087,Road
20140088,Road
20140089,Instream
20140089,Riparian
20140090,Upland
20140091,Instream
20140091,Riparian
20140091,Fish Passage
20140091,Road
20140092,Upland
20140093,Upland
20140094,Riparian
20140095,Riparian
20140096,Riparian
20140097,Riparian
20140098,Riparian
20140099,Riparian
20140100,Riparian
20140101,Riparian
20140102,Fish Passage
20140103,Instream
20140103,Fish Passage
20140104,Instream
20140104,Riparian
20140105,Wetland
20140106,Upland
20140107,Upland
20140108,Urban
20140109,Upland
20140110,Instream Flow
20140111,Upland
20140112,Upland
20140113,Upland
20140114,Upland
20140115,Upland
20140116,Instream
20140117,Riparian
20140118,Instream
20140118,Estuarine
20140119,Road
20140120,Upland
20140121,Instream
20140121,Riparian
20140121,Road
20140122,Instream
20140122,Riparian
20140122,Fish Passage
20140122,Road
20140123,Wetland
20140124,Riparian
20140125,Upland
20140126,Fish Passage
20140127,Riparian
20140127,Fish Passage
20140127,Upland
20140128,Fish Passage
20140129,Fish Passage
20140130,Fish Screening
20140131,Fish Screening
20140132,Fish Screening
20140133,Fish Screening
20140134,Fish Screening
20140135,Fish Screening
20140136,Fish Screening
20140137,Fish Screening
20140138,Fish Screening
20140139,Fish Screening
20140140,Fish Screening
20140141,Fish Screening
20140142,Fish Screening
20140143,Fish Screening
20140144,Fish Screening
20140145,Fish Screening
20140146,Fish Screening
20140147,Fish Screening
20140149,Fish Screening
20140150,Fish Screening
20140151,Fish Screening
20140152,Fish Screening
20140153,Fish Screening
20140154,Fish Screening
20140155,Fish Screening
20140156,Fish Screening
20140157,Fish Screening
20140158,Fish Screening
20140159,Upland
20140160,Instream
20140160,Riparian
20140160,Fish Passage
20140161,Riparian
20140162,Riparian
20140162,Fish Passage
20140162,Road
20140163,Wetland
20140164,Fish Passage
20140164,Instream Flow
20140165,Instream
20140165,Riparian
20140166,Riparian
20140167,Riparian
20140168,Riparian
20140169,Riparian
20140169,Fish Passage
20140170,Instream
20140171,Riparian
20140172,Upland
20140173,Upland
20140174,Upland
20140175,Riparian
20140175,Fish Passage
20140176,Riparian
20140176,Upland
20140177,Instream Flow
20140178,Upland
20140179,Instream Flow
20140180,Instream Flow
20140181,Instream Flow
20140182,Instream Flow
20140183,Upland
20140184,Instream Flow
20140185,Instream Flow
20140186,Instream Flow
20140187,Instream Flow
20140188,Instream
20140188,Riparian
20140189,Upland
20140190,Upland
20140191,Instream
20140192,Upland
20140193,Upland
20140194,Upland
20140195,Riparian
20140196,Instream
20140197,Instream
20140197,Riparian
20140198,Instream
20140199,Instream
20140200,Upland
20140201,Estuarine
20140202,Riparian
20140202,Upland
20140203,Riparian
20140203,Upland
20140204,Riparian
20140205,Riparian
20140205,Upland
20140206,Instream
20140207,Upland
20140208,Upland
20140209,Riparian
20140210,Wetland
20140211,Upland
20140212,Road
20140212,Upland
20140213,Upland
20140214,Upland
20140215,Upland
20140216,Urban
20140217,Upland
20140218,Riparian
20140219,Fish Passage
20140220,Riparian
20140220,Wetland
20140221,Fish Passage
20140222,Upland
20140223,Instream
20140224,Riparian
20140225,Upland
20140226,Upland
20140227,Riparian
20140228,Upland
20140229,Upland
20140230,Riparian
20140231,Instream
20140232,Instream
20140233,Instream
20140234,Wetland
20140235,Fish Passage
20140236,Wetland
20140237,Fish Passage
20140238,Upland
20140239,Upland
20140240,Upland
20140241,Instream
20140241,Riparian
20140242,Riparian
20140243,Riparian
20140243,Upland
20140244,Upland
20140245,Instream
20140246,Upland
20140247,Upland
20140248,Upland
20140249,Instream
20140250,Upland
20140251,Instream
20140251,Riparian
20140252,Fish Passage
20140253,Riparian
20140254,Riparian
20140255,Upland
20140256,Upland
20140257,Wetland
20140258,Upland
20140259,Upland
20140260,Upland
20140260,Fish Screening
20140261,Upland
20140262,Upland
20140263,Instream
20140263,Riparian
20140264,Upland
20140265,Wetland
20140266,Fish Passage
20140267,Instream
20140268,Upland
20140269,Riparian
20140270,Riparian
20140271,Riparian
20140272,Riparian
20140273,Riparian
20140274,Riparian
20140275,Riparian
20140276,Instream Flow
20140277,Instream
20140277,Riparian
20140277,Fish Passage
20140278,Instream
20140279,Instream
20140279,Riparian
20140279,Fish Passage
20140280,Riparian
20140281,Instream
20140281,Riparian
20140281,Fish Passage
20140281,Road
20140282,Riparian
20140282,Upland
20140283,Riparian
20140284,Upland
20140285,Instream
20140285,Riparian
20140286,Instream
20140287,Fish Passage
20140288,Riparian
20140288,Upland
20140288,Wetland
20140289,Instream
20140289,Riparian
20140290,Instream
20140290,Riparian
20140291,Instream
20140291,Riparian
20140291,Fish Passage
20140292,Road
20140293,Riparian
20140293,Fish Passage
20140293,Road
20140293,Wetland
20140294,Wetland
20140295,Instream
20140296,Instream
20140296,Riparian
20140296,Fish Passage
20140296,Road
20140297,Upland
20140298,Upland
20140299,Upland
20140300,Upland
20140301,Upland
20140302,Instream Flow
20140303,Instream
20140303,Fish Passage
20140304,Riparian
20140305,Riparian
20140306,Riparian
20140307,Riparian
20140308,Riparian
20140309,Riparian
20140310,Riparian
20140311,Riparian
20140312,Riparian
20140313,Riparian
20140314,Fish Passage
20140315,Riparian
20140316,Riparian
20140317,Riparian
20140318,Riparian
20140319,Riparian
20140320,Riparian
20140321,Riparian
20140322,Riparian
20140323,Riparian
20140324,Riparian
20140325,Riparian
20140326,Riparian
20140327,Riparian
20140328,Riparian
20140329,Riparian
20140330,Riparian
20140331,Upland
20140332,Upland
20140333,Instream
20140333,Wetland
20140334,Upland
20140335,Riparian
20140336,Upland
20140337,Upland
20140338,Fish Passage
20140338,Fish Screening
20140339,Fish Passage
20140340,Fish Passage
20140341,Upland
20140342,Instream Flow
20140343,Upland
20140344,Upland
20140345,Instream
20140345,Fish Passage
20140346,Upland
20140347,Upland
20140348,Fish Passage
20140349,Instream
20140349,Fish Passage
20140350,Fish Passage
20140351,Upland
20140352,Road
20140353,Riparian
20140353,Fish Passage
20140353,Upland
20140353,Wetland
20140354,Road
20140355,Road
20140356,Instream
20140356,Road
20140356,Upland
20140356,Wetland
20140357,Instream
20140358,Fish Passage
20140359,Instream
20140360,Instream
20140361,Estuarine
20140362,Upland
20140363,Instream
20140363,Riparian
20140363,Fish Passage
20140364,Riparian
20140365,Riparian
20140366,Riparian
20140367,Riparian
20140368,Riparian
20140369,Riparian
20140370,Riparian
20140371,Riparian
20140372,Riparian
20140373,Fish Passage
20140374,Fish Passage
20140375,Fish Passage
20140376,Riparian
20140376,Upland
20140377,Upland
20140378,Instream
20140379,Fish Passage
20140380,Upland
20140381,Upland
20140382,Riparian
20140383,Fish Passage
20140384,Fish Passage
20140385,Fish Passage
20140386,Fish Passage
20140387,Fish Passage
20140387,Road
20140388,Instream
20140388,Riparian
20140388,Upland
20140389,Riparian
20140390,Riparian
20140390,Upland
20140391,Road
20140392,Riparian
20140393,Fish Passage
20140393,Wetland
20140393,Estuarine
20140394,Fish Passage
20140395,Fish Passage
20140395,Road
20140396,Instream
20140397,Road
20140398,Upland
20140399,Upland
20140400,Road
20140401,Instream
20140401,Fish Passage
20140402,Road
20140403,Road
20140404,Instream
20140405,Upland
20140406,Fish Passage
20140407,Road
20140408,Road
20140409,Road
20140410,Instream
20140410,Road
20140411,Riparian
20140412,Fish Passage
20140413,Upland
20140413,Wetland
20140414,Fish Passage
20140415,Fish Passage
20140416,Instream
20140416,Fish Passage
20140417,Fish Passage
20140418,Instream
20140419,Instream
20140419,Fish Passage
20140420,Instream
20140421,Instream
20140422,Instream
20140422,Road
20140423,Riparian
20140423,Upland
20140424,Upland
20140424,Estuarine
20140425,Wetland
20140426,Road
20140427,Road
20140428,Road
20140429,Road
20140430,Riparian
20140431,Instream
20140431,Road
20140432,Instream
20140432,Riparian
20140433,Instream
20140434,Fish Passage
20140434,Fish Screening
20140435,Upland
20140436,Road
20140437,Road
20140438,Fish Passage
20140439,Road
20140440,Road
20140441,Road
20140442,Road
20140443,Fish Passage
20140443,Road
20140444,Upland
20140445,Upland
20140446,Upland
20140447,Road
20140448,Fish Passage
20140448,Road
20140449,Upland
20140450,Upland
20140451,Riparian
20140452,Riparian
20140453,Riparian
20140454,Riparian
20140455,Riparian
20140456,Riparian
20140457,Riparian
20140458,Riparian
20140459,Riparian
20140460,Riparian
20140461,Riparian
20140462,Riparian
20140463,Riparian
20140464,Riparian
20140465,Riparian
20140466,Riparian
20140467,Riparian
20140468,Riparian
20140469,Riparian
20140470,Riparian
20140471,Riparian
20140472,Riparian
20140473,Riparian
20140474,Riparian
20140475,Riparian
20140476,Upland
20140477,Upland
20140478,Upland
20140479,Road
20140480,Road
20140481,Road
20140482,Road
20140483,Road
20140484,Road
20140485,Fish Passage
20140485,Upland
20140486,Instream
20140486,Fish Passage
20140487,Upland
20140488,Road
20140489,Upland
20140490,Urban
20140491,Upland
20140492,Road
20140493,Fish Passage
20140494,Upland
20140495,Upland
20140496,Instream
20140497,Wetland
20140498,Road
20140499,Road
20140500,Riparian
20140500,Upland
20140501,Fish Passage
20140502,Instream
20140502,Fish Passage
20140503,Riparian
20140504,Fish Passage
20140505,Riparian
20140506,Fish Passage
20140507,Upland
20140508,Riparian
20140509,Riparian
20140509,Upland
20140510,Instream
20140511,Upland
20140512,Upland
20140513,Wetland
20140514,Upland
20140515,Upland
20140516,Road
20140517,Road
20140518,Road
20140519,Upland
20140520,Road
20140521,Road
20140522,Road
20140523,Road
20140524,Upland
20140525,Upland
20140526,Instream Flow
20140527,Urban
20140528,Upland
20140529,Instream
20140529,Riparian
20140530,Riparian
20140531,Upland
20140532,Riparian
20140533,Upland
20140534,Upland
20140535,Upland
20140536,Instream
20140536,Riparian
20140536,Upland
20140537,Instream
20140538,Instream
20140539,Upland
20140540,Instream
20140541,Instream
20140542,Instream
20140543,Upland
20140544,Upland
20140545,Riparian
20140546,Riparian
20140547,Riparian
20140547,Upland
20140548,Upland
20140549,Upland
20140550,Upland
20140551,Upland
20140552,Upland
20140553,Riparian
20140553,Upland
20140554,Upland
20140555,Upland
20140556,Instream
20140556,Riparian
20140557,Riparian
20140557,Upland
20140558,Upland
20140559,Upland
20140560,Upland
20140561,Upland
20140562,Upland
20140563,Upland
20150001,Upland
20150002,Upland
20150003,Riparian
20150003,Upland
20150004,Riparian
20150005,Riparian
20150005,Upland
20150006,Upland
20150007,Upland
20150008,Riparian
20150009,Upland
20150010,Riparian
20150011,Upland
20150012,Upland
20150013,Riparian
20150013,Upland
20150014,Instream
20150014,Riparian
20150015,Riparian
20150016,Upland
20150017,Riparian
20150018,Riparian
20150019,Riparian
20150020,Riparian
20150020,Upland
20150021,Upland
20150022,Instream
20150022,Riparian
20150023,Upland
20150024,Upland
20150025,Upland
20150026,Instream
20150026,Riparian
20150027,Riparian
20150028,Riparian
20150029,Instream
20150029,Fish Passage
20150030,Upland
20150031,Upland
20150032,Wetland
20150033,Riparian
20150034,Upland
20150035,Upland
20150036,Upland
20150037,Riparian
20150037,Upland
20150038,Upland
20150038,Wetland
20150039,Upland
20150039,Wetland
20150040,Upland
20150041,Wetland
20150042,Wetland
20150043,Wetland
20150044,Wetland
20150045,Wetland
20150046,Wetland
20150047,Wetland
20150048,Wetland
20150049,Wetland
20150050,Wetland
20150051,Wetland
20150052,Wetland
20150053,Wetland
20150054,Wetland
20150055,Wetland
20150056,Wetland
20150057,Instream Flow
20150058,Upland
20150058,Wetland
20150059,Upland
20150060,Upland
20150061,Instream Flow
20150062,Upland
20150063,Upland
20150064,Riparian
20150065,Upland
20150066,Riparian
20150067,Riparian
20150067,Upland
20150068,Riparian
20150068,Wetland
20150069,Fish Screening
20150070,Fish Passage
20150071,Upland
20150072,Riparian
20150073,Upland
20150074,Upland
20150075,Riparian
20150076,Instream
20150077,Riparian
20150077,Upland
20150078,Upland
20150079,Riparian
20150080,Upland
20150081,Upland
20150082,Upland
20150083,Upland
20150084,Upland
20150085,Upland
20150086,Upland
20150087,Upland
20150088,Upland
20150089,Fish Passage
20150090,Instream
20150090,Riparian
20150091,Riparian
20150092,Riparian
20150093,Riparian
20150094,Upland
20150095,Upland
20150096,Upland
20150097,Upland
20150098,Riparian
20150099,Riparian
20150100,Riparian
20150101,Riparian
20150102,Upland
20150103,Upland
20150104,Instream
20150104,Riparian
20150105,Riparian
20150106,Instream
20150106,Riparian
20150106,Upland
20150107,Upland
20150108,Upland
20150110,Riparian
20150110,Upland
20150111,Instream
20150111,Riparian
20150111,Fish Passage
20150112,Instream
20150112,Riparian
20150113,Instream
20150113,Riparian
20150113,Wetland
20150114,Upland
20150115,Riparian
20150116,Upland
20150117,Riparian
20150118,Riparian
20150119,Riparian
20150120,Upland
20150121,Riparian
20150122,Riparian
20150123,Riparian
20150124,Riparian
20150125,Riparian
20150126,Upland
20150126,Estuarine
20150127,Instream
20150128,Estuarine
20150129,Riparian
20150130,Riparian
20150131,Riparian
20150132,Riparian
20150133,Upland
20150134,Instream
20150134,Riparian
20150135,Riparian
20150135,Upland
20150136,Upland
20150137,Riparian
20150137,Wetland
20150138,Upland
20150139,Instream
20150139,Riparian
20150139,Fish Passage
20150139,Wetland
20150140,Riparian
20150140,Upland
20150141,Riparian
20150141,Upland
20150142,Fish Passage
20150143,Upland
20150144,Instream
20150144,Riparian
20150145,Instream
20150145,Riparian
20150146,Instream Flow
20150147,Upland
20150148,Fish Passage
20150149,Instream
20150150,Upland
20150151,Instream Flow
20150152,Instream
20150152,Riparian
20150152,Road
20150153,Instream
20150153,Riparian
20150153,Fish Passage
20150153,Upland
20150153,Fish Screening
20150153,Instream Flow
20150154,Upland
20150155,Riparian
20150155,Fish Passage
20150156,Wetland
20150157,Riparian
20150158,Upland
20150159,Upland
20150159,Fish Screening
20150160,Upland
20150161,Riparian
20150161,Upland
20150162,Riparian
20150162,Fish Passage
20150162,Fish Screening
20150163,Instream
20150164,Riparian
20150164,Wetland
20150165,Upland
20150166,Instream
20150167,Upland
20150168,Upland
20150169,Instream
20150169,Riparian
20150170,Upland
20150171,Fish Passage
20150172,Upland
20150173,Upland
20150174,Upland
20150175,Fish Passage
20150176,Upland
20150177,Upland
20150178,Instream
20150178,Riparian
20150179,Upland
20150180,Upland
20150181,Upland
20150182,Upland
20150183,Upland
20150184,Fish Passage
20150185,Upland
20150186,Upland
20150187,Upland
20150188,Upland
20150189,Upland
20150190,Upland
20150191,Road
20150192,Road
20150193,Road
20150194,Road
20150195,Road
20150196,Fish Passage
20150197,Road
20150198,Road
20150199,Road
20150200,Riparian
20150201,Instream Flow
20150202,Instream
20150202,Riparian
20150202,Fish Passage
20150203,Upland
20150204,Riparian
20150205,Instream
20150205,Riparian
20150205,Fish Passage
20150205,Upland
20150205,Wetland
20150206,Riparian
20150206,Upland
20150207,Riparian
20150208,Upland
20150209,Riparian
20150209,Upland
20150210,Upland
20150211,Riparian
20150212,Upland
20150213,Upland
20150214,Upland
20150215,Instream
20150215,Riparian
20150216,Upland
20150217,Upland
20150218,Riparian
20150218,Upland
20150219,Riparian
20150220,Upland
20150221,Fish Screening
20150222,Riparian
20150223,Instream
20150224,Instream
20150224,Riparian
20150224,Upland
20150224,Wetland
20150225,Upland
20150226,Riparian
20150226,Upland
20150227,Upland
20150228,Upland
20150229,Upland
20150230,Road
20150231,Riparian
20150232,Instream
20150232,Riparian
20150233,Upland
20150234,Riparian
20150234,Upland
20150235,Riparian
20150236,Instream
20150236,Riparian
20150236,Upland
20150237,Fish Passage
20150238,Instream
20150239,Fish Passage
20150240,Fish Passage
20150241,Upland
20150242,Road
20150243,Fish Passage
20150244,Riparian
20150245,Road
20150246,Riparian
20150247,Instream
20150247,Riparian
20150248,Upland
20150249,Upland
20150250,Upland
20150251,Instream
20150252,Road
20150253,Road
20150254,Road
20150255,Riparian
20150256,Instream
20150256,Riparian
20150256,Upland
20150257,Upland
20150258,Upland
20150259,Upland
20150260,Upland
20150261,Upland
20150262,Riparian
20150262,Upland
20150263,Riparian
20150263,Fish Passage
20150263,Upland
20150263,Fish Screening
20150264,Upland
